date,value
14:30:00,0.8
14:35:00,0.8
14:40:00,0.8
14:45:00,0.8
14:50:00,0.8
14:55:00,0.8
15:00:00,0.7
15:05:00,0.7
15:10:00,0.7
15:15:00,0.7
15:20:00,0.7
15:25:00,0.7
15:30:00,0.7
15:35:00,0.7
15:40:00,0.7
15:45:00,0.7
15:50:00,0.7
15:55:00,0.7
16:00:00,0.6
16:05:00,0.6
16:10:00,0.6
16:15:00,0.6
16:20:00,0.6
16:25:00,0.6
16:30:00,0.6
16:35:00,0.6
16:40:00,0.6
16:45:00,0.5
16:50:00,0.5
16:55:00,0.5
17:00:00,0.5
17:05:00,0.5
17:10:00,0.5
17:15:00,0.5
17:20:00,0.5
17:25:00,0.5
17:30:00,0.5
17:35:00,0.5
17:40:00,0.5
17:45:00,0.5
17:50:00,0.7
17:55:00,0.7
18:00:00,0.7
18:05:00,0.7
18:10:00,0.7
18:15:00,0.7
18:20:00,0.7
18:25:00,0.7
18:30:00,0.7
18:35:00,0.7
18:40:00,0.7
18:45:00,0.7
18:50:00,0.7
18:55:00,0.7
19:00:00,0.7
19:05:00,0.7
19:10:00,0.7
19:15:00,0.7
19:20:00,0.7
19:25:00,0.7
19:30:00,0.6
19:35:00,0.6
19:40:00,0.6
19:45:00,0.6
19:50:00,0.6
19:55:00,0.6
20:00:00,0.6
20:05:00,0.6
20:10:00,0.6
20:15:00,0.6
20:20:00,0.6
20:25:00,0.7
20:30:00,0.7
20:35:00,0.7
20:40:00,0.7
20:45:00,0.7
20:50:00,0.7
20:55:00,0.7
21:00:00,0.7
21:05:00,0.6
21:10:00,0.6
21:15:00,0.6
21:20:00,0.6
21:25:00,0.6
21:30:00,0.5
21:35:00,0.5
21:40:00,0.5
21:45:00,0.5
21:50:00,0.5
21:55:00,0.5
22:00:00,0.5
22:05:00,0.5
22:10:00,0.5
22:15:00,0.5
22:20:00,0.4
22:25:00,0.4
22:30:00,0.4
22:35:00,0.4
22:40:00,0.4
22:45:00,0.4
22:50:00,0.4
22:55:00,0.4
23:00:00,0.4
23:05:00,0.4
23:10:00,0.4
23:15:00,0.4
23:20:00,0.3
23:25:00,0.3
23:30:00,0.3
23:35:00,0.3
23:40:00,0.3
23:45:00,0.3
23:50:00,0.3
23:55:00,0.3
